DocEntry;DocDate;CardCode;CardName;ItemCode;Dscription;Miktar;ShipToCode;Address2
3948;2021-12-09 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000012189;MOD 27/BN BEYAZ (URFA);1.150;DEPO;ŞEVKET SÜMER MAH. H.OKAN MERZECİ BULVARI 5941 SOKAK NO:14 33000 AKDENİZ MERSİN TÜRKIYE
3949;2021-12-09 00:00:00.000;M020063;ERZE SPÓ?KA Z OGRANICZON? ODPOWIEDZIALNO?CI?;PL000000201;154X133 OP_1760 BEYAZ;451;Ship To;AL. KASZTANOWA 72005 AL. KASZTANOWA PRZECLAW POLAND
3950;2021-12-09 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;220;KEMALPASA LADIK;ASAGI YENMIS MAH. TURNA SOK. NO:9 35000 KEMALPAŞA İZMİR TÜRKIYE
3951;2021-12-09 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;220;KEMALPASA LADIK;ASAGI YENMIS MAH. TURNA SOK. NO:9 35000 KEMALPAŞA İZMİR TÜRKIYE
3952;2021-12-10 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000011418;MOD 24 LIGHT BEYAZ;1.200;ALAPLI TETİK GIDA LTD.ŞTİ.;MERKEZ MAH. ALİ ALP CAD. NO:25 67000 ALAPLI ZONGULDAK TÜRKIYE
3953;2021-12-10 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000011023;MOD 16/A_KYS_150 SIYAH;200;ISTANBUL MEDIKAL ATASEHIR;İSTANBUL MEDIKAL ESATPASA BINGÖL SOK. HAKMAR ALTI 34000 ATASEHIR İSTANBUL TÜRKIYE
3954;2021-12-10 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000010423;MOD 110 BEYAZ;800;DEPO;KOCATEPE MAH. 6.SK. NO:1/A 34000 BAYRAMPAŞA İSTANBUL TÜRKIYE
3955;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000011911;MOD 7 LIGHT SIYAH;600;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3956;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000011820;MOD 5 LIGHT BEYAZ;600;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3957;2021-12-10 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000011908;MOD 7 LIGHT TURUNCU;400;MUPA TARIM;MÜPA TARIM VE GIDA SAN. A.S. UZUNBEY MAH. BAYRAKTAR YOLU SOK. NO:62 41000 KARTEPE KOCAELİ TÜRKIYE
3958;2021-12-10 00:00:00.000;M010081;ENGİNOĞLU AMBALAJ - RAMADAN ENGİN;TA000011054;MOD 16/A_S_OP_C TURUNCU;850;ET VE SÜT KURUMU SAKARYA;ET VE SÜT KURUMU ET KOMBİNASI YENİ MAH. 2097 SOK. NO:4 54000 ERENLER SAKARYA TÜRKIYE
3959;2021-12-10 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012192;MOD 27/BZ BEYAZ (URFA);500;TEK YILDIZ AMBALAJ PENDIK;TEK YILDIZ AMBALAJ KAVAKPINAR MAH. ZAMBAK CAD. NO:25 KAYNARCA 34000 PENDIK İSTANBUL TÜRKIYE
3960;2021-12-10 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012258;MOD 16/A BEYAZ (URFA);100;TEK YILDIZ AMBALAJ PENDIK;TEK YILDIZ AMBALAJ KAVAKPINAR MAH. ZAMBAK CAD. NO:25 KAYNARCA 34000 PENDIK İSTANBUL TÜRKIYE
3961;2021-12-10 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012182;MOD 24 LIGHT BEYAZ (URFA);1.100;BIREL TICARET HASSA;HURRIYET CAD. NO:11 31700 HASSA HATAY TÜRKIYE
3962;2021-12-10 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000010338;MOD 1_U_L_BSZ BEYAZ (URFA);1.000;DEPO;ŞEVKET SÜMER MAH. H.OKAN MERZECİ BULVARI 5941 SOKAK NO:14 33000 AKDENİZ MERSİN TÜRKIYE
3963;2021-12-10 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);1.000;DEPO;ŞEVKET SÜMER MAH. H.OKAN MERZECİ BULVARI 5941 SOKAK NO:14 33000 AKDENİZ MERSİN TÜRKIYE
3964;2021-12-10 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000011070;MOD 16/A_U_L_BSZ BEYAZ (URFA);1.000;DEPO;ŞEVKET SÜMER MAH. H.OKAN MERZECİ BULVARI 5941 SOKAK NO:14 33000 AKDENİZ MERSİN TÜRKIYE
3965;2021-12-10 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);1.000;DEPO;ŞEVKET SÜMER MAH. H.OKAN MERZECİ BULVARI 5941 SOKAK NO:14 33000 AKDENİZ MERSİN TÜRKIYE
3966;2021-12-10 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);1.000;DEPO;ŞEVKET SÜMER MAH. H.OKAN MERZECİ BULVARI 5941 SOKAK NO:14 33000 AKDENİZ MERSİN TÜRKIYE
3967;2021-12-10 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000012192;MOD 27/BZ BEYAZ (URFA);2.000;DEPO;ŞEVKET SÜMER MAH. H.OKAN MERZECİ BULVARI 5941 SOKAK NO:14 33000 AKDENİZ MERSİN TÜRKIYE
3968;2021-12-10 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000012194;MOD 27/CZ BEYAZ (URFA);600;DEPO;ŞEVKET SÜMER MAH. H.OKAN MERZECİ BULVARI 5941 SOKAK NO:14 33000 AKDENİZ MERSİN TÜRKIYE
3969;2021-12-10 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000011899;MOD 7 MAVI;1.000;DEPO;ŞEVKET SÜMER MAH. H.OKAN MERZECİ BULVARI 5941 SOKAK NO:14 33000 AKDENİZ MERSİN TÜRKIYE
3970;2021-12-10 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000012014;MOD 8/C_U_L BEYAZ;300;DEPO;ŞEVKET SÜMER MAH. H.OKAN MERZECİ BULVARI 5941 SOKAK NO:14 33000 AKDENİZ MERSİN TÜRKIYE
3971;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012095;MOD 1 Z_250 BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3972;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012095;MOD 1 Z_250 BEYAZ (URFA);6.909;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3973;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000010338;MOD 1_U_L_BSZ BEYAZ (URFA);6.740;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3974;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);2.231;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3975;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000011025;MOD 16/A_KYS_150 KAYISI;5.917;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3976;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000011259;MOD 2_U_L_BSZ BEYAZ (URFA);9.001;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3977;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3978;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012162;MOD 23/BYZ_100 BEYAZ (URFA);500;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3979;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);6.755;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3980;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);6.378;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3981;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3982;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3983;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3984;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3985;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3986;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);5.314;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3987;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012194;MOD 27/CZ BEYAZ (URFA);3.675;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3988;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000011820;MOD 5 LIGHT BEYAZ;600;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3989;2021-12-10 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000011911;MOD 7 LIGHT SIYAH;600;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
3990;2021-12-10 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012189;MOD 27/BN BEYAZ (URFA);1.200;KOKSALLAR AMBALAJ;BASPINAR (ORGANIZE) OSB MAH. OSB 5.BÖLGE 83542 NOL 63063 SEHITKAMIL GAZİANTEP TÜRKIYE
3991;2021-12-10 00:00:00.000;M010176;POLATLAR SARF.MALZ.YÖN.DAN.SAN.TİC.LTD.ŞTİ.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);200;ABDURRAHIM ARI ARNAVUTKOY;ABDURRAHIM ARI M.FEVZİ ÇAKMAK MAH. 34000 ARNAVUTKÖY İSTANBUL TÜRKIYE
3992;2021-12-10 00:00:00.000;M010176;POLATLAR SARF.MALZ.YÖN.DAN.SAN.TİC.LTD.ŞTİ.;TA000012192;MOD 27/BZ BEYAZ (URFA);400;ABDURRAHIM ARI ARNAVUTKOY;ABDURRAHIM ARI M.FEVZİ ÇAKMAK MAH. 34000 ARNAVUTKÖY İSTANBUL TÜRKIYE
3993;2021-12-10 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;200;POLATOGLU KERESTE LTD.STI.;AGAÇ ISLERI SANAYI KIRIMLI SOK. NO:8/A 42000 SELCUKLU KONYA TÜRKIYE
3994;2021-12-10 00:00:00.000;M010176;POLATLAR SARF.MALZ.YÖN.DAN.SAN.TİC.LTD.ŞTİ.;TA000010983;MOD 16/A Z_150 BEYAZ (IZMIR);400;ABDURRAHIM ARI ARNAVUTKOY;ABDURRAHIM ARI M.FEVZİ ÇAKMAK MAH. 34000 ARNAVUTKÖY İSTANBUL TÜRKIYE
3995;2021-12-10 00:00:00.000;M030100;AYNA GLOBAL LOJISTIK SAN.VE TIC. LTD. STI.;TA000011015;MOD 16/A_300_DUZ TURUNCU;115;AYNA GLOBAL LOJISTIK SAN.VE TIC. LTD. STI.;ORTAKÖY MAH. 1033 SOK.NO:7/1 ARTUKLU MARDIN 47060 ARTUKLU MARDİN TÜRKIYE
3996;2021-12-10 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;400;SARACOGLU AKA INS.;TUZLA MAH. SÜLEYMAN DEMIREL BLV. SANAYI SITESI KARSISI NO:77/A 48000 FETHIYE MUĞLA TÜRKIYE
3997;2021-12-10 00:00:00.000;M020220;TIMAS;TA000010279;MOD 1 OP KOYU SARI;600;TIMAS;Naroden Front 41  2400 STRUMICA REPUBLIC OF MACEDONIA
3997;2021-12-10 00:00:00.000;M020220;TIMAS;TA000012009;MOD 8/C LIGHT_150 BEYAZ;300;TIMAS;Naroden Front 41  2400 STRUMICA REPUBLIC OF MACEDONIA
3997;2021-12-10 00:00:00.000;M020220;TIMAS;TA000010209;MB2_WHITE BEYAZ;170;TIMAS;Naroden Front 41  2400 STRUMICA REPUBLIC OF MACEDONIA
3998;2021-12-10 00:00:00.000;M010035;A3 AMBALAJ SANAYİ VE DIŞ TİC.LTD.ŞTİ.;TA000012322;MOD 33/BY_900 BEYAZ;200;DEPO;GÖRECE CUMHURİYET MAH. SÜLEYMAN DEMİREL BLV. NO:A3/E-F 35000 MENDERES İZMİR TÜRKIYE
3999;2021-12-10 00:00:00.000;M010443;STOK;TA000012192;MOD 27/BZ BEYAZ (URFA);1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4000;2021-12-10 00:00:00.000;M010443;STOK;TA000012093;MOD 1 BEYAZ (URFA);1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4001;2021-12-10 00:00:00.000;M010443;STOK;TA000012258;MOD 16/A BEYAZ (URFA);1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4002;2021-12-10 00:00:00.000;M010443;STOK;TA000012197;MOD 29/B BEYAZ (URFA);1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4003;2021-12-10 00:00:00.000;M010443;STOK;TA000012109;MOD 14/A_100 BEYAZ (URFA);1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4004;2021-12-10 00:00:00.000;M010443;STOK;TA000010338;MOD 1_U_L_BSZ BEYAZ (URFA);1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4005;2021-12-10 00:00:00.000;M010443;STOK;TA000011259;MOD 2_U_L_BSZ BEYAZ (URFA);1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4006;2021-12-10 00:00:00.000;M010443;STOK;TA000011070;MOD 16/A_U_L_BSZ BEYAZ (URFA);1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4007;2021-12-10 00:00:00.000;M010443;STOK;TA000010753;MOD 122/B_100 C BEYAZ;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4008;2021-12-10 00:00:00.000;M010443;STOK;TA000012014;MOD 8/C_U_L BEYAZ;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4009;2021-12-10 00:00:00.000;M010443;STOK;TA000011960;MOD 8/AY_500 BEYAZ;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4010;2021-12-10 00:00:00.000;M010443;STOK;TA000011986;MOD 8/BY_250 BEYAZ;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4011;2021-12-10 00:00:00.000;M010443;STOK;TA000011898;MOD 7 BEYAZ;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4012;2021-12-10 00:00:00.000;M010443;STOK;TA000011914;MOD 7 LIGHT MAVI;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4013;2021-12-10 00:00:00.000;M010443;STOK;TA000011899;MOD 7 MAVI;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4014;2021-12-10 00:00:00.000;M010443;STOK;TA000011908;MOD 7 LIGHT TURUNCU;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4015;2021-12-10 00:00:00.000;M010443;STOK;TA000011897;MOD 7 TURUNCU;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4016;2021-12-10 00:00:00.000;M010443;STOK;TA000011824;MOD 55_200 BEYAZ;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4017;2021-12-10 00:00:00.000;M010443;STOK;TA000011582;MOD 36_100 BEYAZ;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4018;2021-12-10 00:00:00.000;M010443;STOK;TA000011960;MOD 8/AY_500 BEYAZ;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4019;2021-12-10 00:00:00.000;M010443;STOK;TA000011255;MOD 2_KYS_250 KAYISI;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4020;2021-12-10 00:00:00.000;M010443;STOK;TA000011255;MOD 2_KYS_250 KAYISI;1;STOK;35800 KEMALPAŞA İZMİR TÜRKIYE
4021;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;270;LADIK MENDERES GF;SÜLEYMAN DEMİREL BLV. İZDEP DEPOLARI B BLOK NO:18/11 35000 MENDERES İZMİR TÜRKIYE
4022;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;100;NAFIZ ARAS PARKE LTD.STI.;ARAS PARKE DEPO KARAPINAR MAH. 22. CAD. NO:115/3 16000 YILDIRIM BURSA TÜRKIYE
4023;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;100;NAFIZ ARAS PARKE LTD.STI.;ARAS PARKE DEPO KARAPINAR MAH. 22. CAD. NO:115/3 16000 YILDIRIM BURSA TÜRKIYE
4024;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;270;NAFIZ ARAS PARKE LTD.STI.;ARAS PARKE DEPO KARAPINAR MAH. 22. CAD. NO:115/3 16000 YILDIRIM BURSA TÜRKIYE
4025;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;200;OZYILDIRIM KARDESLER EDIRNE;2. SANAYI SITESI 7-B BLOK NO:1-9 22000 MERKEZ EDİRNE TÜRKIYE
4026;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;200;OZYILDIRIM KARDESLER EDIRNE;2. SANAYI SITESI 7-B BLOK NO:1-9 22000 MERKEZ EDİRNE TÜRKIYE
4027;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;100;OZDEMIR ELEKTRIK BASISKELE;KARADENIZLER MAH. FAKÜLTE CAD. ÇAKIR SOK. NO:141/33 41000 BASISKELE KOCAELİ TÜRKIYE
4028;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;270;OZDEMIR ELEKTRIK BASISKELE;KARADENIZLER MAH. FAKÜLTE CAD. ÇAKIR SOK. NO:141/33 41000 BASISKELE KOCAELİ TÜRKIYE
4029;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;100;SOYLU ORMAN LTD.STI. BEYLIKDUZU;YAKUTLU MAH. BEYSAN SAN.SIT. DEREBOYU CAD. NO:42 34000 BEYLIKDUZU İSTANBUL TÜRKIYE
4030;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;350;SOYLU ORMAN LTD.STI. BEYLIKDUZU;YAKUTLU MAH. BEYSAN SAN.SIT. DEREBOYU CAD. NO:42 34000 BEYLIKDUZU İSTANBUL TÜRKIYE
4031;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;370;SOYLU ORMAN LTD.STI. BEYLIKDUZU;YAKUTLU MAH. BEYSAN SAN.SIT. DEREBOYU CAD. NO:42 34000 BEYLIKDUZU İSTANBUL TÜRKIYE
4032;2021-12-11 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;370;ANKARA SITELER LADIK;DIZBOYU SOK. NO:11 SİTELER 06000 ALTINDAĞ ANKARA TÜRKIYE
4033;2021-12-11 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000010576;MOD 120_S_OP C TURUNCU;1.700;AKYEM;AKYEM A.S. MERSIN YOLU ÜZERI 17. KM 01000 SEYHAN ADANA TÜRKIYE
4034;2021-12-11 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000011031;MOD 16/A_S_OP_100_C TURUNCU;1.600;AKYEM;AKYEM A.S. MERSIN YOLU ÜZERI 17. KM 01000 SEYHAN ADANA TÜRKIYE
4035;2021-12-11 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000011031;MOD 16/A_S_OP_100_C TURUNCU;1.600;AKYEM;AKYEM A.S. MERSIN YOLU ÜZERI 17. KM 01000 SEYHAN ADANA TÜRKIYE
4036;2021-12-11 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000011031;MOD 16/A_S_OP_100_C TURUNCU;1.600;AKYEM;AKYEM A.S. MERSIN YOLU ÜZERI 17. KM 01000 SEYHAN ADANA TÜRKIYE
4037;2021-12-11 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000011031;MOD 16/A_S_OP_100_C TURUNCU;1.600;AKYEM;AKYEM A.S. MERSIN YOLU ÜZERI 17. KM 01000 SEYHAN ADANA TÜRKIYE
4038;2021-12-11 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012095;MOD 1 Z_250 BEYAZ (URFA);5.000;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
4039;2021-12-11 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000010333;MOD 1_KYS_250 KAYISI;1.000;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
