DocEntry;DocDate;CardCode;CardName;ItemCode;Dscription;Miktar;ShipToCode;Address2
1501;2021-10-31 00:00:00.000;M010196;ŞEN PİLİÇ GIDA SAN.A.Ş.;TA000011038;MOD 16/A_S_OP_225_C KIRMIZI;800;SÖĞÜTLÜ KESİMHANE;ŞEN PİLİÇ A.Ş. SÖĞÜTLÜ KESİMHANE SOĞUCAK MAH. 3.ORGANIZE SAN.BÖL. 6.YOL NO:40  54000 SAKARYA TÜRKIYE
1502;2021-10-31 00:00:00.000;M010196;ŞEN PİLİÇ GIDA SAN.A.Ş.;TA000011038;MOD 16/A_S_OP_225_C KIRMIZI;800;SÖĞÜTLÜ KESİMHANE;ŞEN PİLİÇ A.Ş. SÖĞÜTLÜ KESİMHANE SOĞUCAK MAH. 3.ORGANIZE SAN.BÖL. 6.YOL NO:40  54000 SAKARYA TÜRKIYE
1503;2021-10-31 00:00:00.000;M010196;ŞEN PİLİÇ GIDA SAN.A.Ş.;TA000011038;MOD 16/A_S_OP_225_C KIRMIZI;800;SÖĞÜTLÜ KESİMHANE;SOĞUCAK MAH. 3.ORGANIZE SAN.BÖL. 6.YOL NO:40  54000 SAKARYA TÜRKIYE
1504;2021-10-31 00:00:00.000;M010196;ŞEN PİLİÇ GIDA SAN.A.Ş.;TA000011038;MOD 16/A_S_OP_225_C KIRMIZI;800;SÖĞÜTLÜ KESİMHANE;SOĞUCAK MAH. 3.ORGANIZE SAN.BÖL. 6.YOL NO:40  54000 SAKARYA TÜRKIYE
1505;2021-10-31 00:00:00.000;M010196;ŞEN PİLİÇ GIDA SAN.A.Ş.;TA000011038;MOD 16/A_S_OP_225_C KIRMIZI;800;SÖĞÜTLÜ KESİMHANE;SOĞUCAK MAH. 3.ORGANIZE SAN.BÖL. 6.YOL NO:40  54000 SAKARYA TÜRKIYE
1506;2021-10-31 00:00:00.000;M010196;ŞEN PİLİÇ GIDA SAN.A.Ş.;TA000011038;MOD 16/A_S_OP_225_C KIRMIZI;800;SÖĞÜTLÜ KESİMHANE;SOĞUCAK MAH. 3.ORGANIZE SAN.BÖL. 6.YOL NO:40  54000 SAKARYA TÜRKIYE
1507;2021-10-31 00:00:00.000;M010196;ŞEN PİLİÇ GIDA SAN.A.Ş.;TA000011005;MOD 16/A_225 C KIRMIZI;800;SÖĞÜTLÜ KESİMHANE;ŞEN PİLİÇ A.Ş. SÖĞÜTLÜ KESİMHANE SOĞUCAK MAH. 3.ORGANIZE SAN.BÖL. 6.YOL NO:40  54000 SAKARYA TÜRKIYE
1508;2021-10-31 00:00:00.000;M010196;ŞEN PİLİÇ GIDA SAN.A.Ş.;TA000011005;MOD 16/A_225 C KIRMIZI;800;SÖĞÜTLÜ KESİMHANE;SOĞUCAK MAH. 3.ORGANIZE SAN.BÖL. 6.YOL NO:40  54000 SAKARYA TÜRKIYE
1509;2021-10-31 00:00:00.000;M010196;ŞEN PİLİÇ GIDA SAN.A.Ş.;TA000011005;MOD 16/A_225 C KIRMIZI;800;SÖĞÜTLÜ KESİMHANE;SOĞUCAK MAH. 3.ORGANIZE SAN.BÖL. 6.YOL NO:40  54000 SAKARYA TÜRKIYE
1510;2021-11-01 00:00:00.000;M010445;ERZE URFA SUBE;TA000011418;MOD 24 LIGHT BEYAZ;12;ERZE URFA;ORGANİZE SANAYİ BÖLGESİ .  63000 ŞANLIURFA TÜRKIYE
1511;2021-11-01 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);6.055;DEPO;ISTIKLAL MAH. S.KEMAL KESKIN CAD. NO:87  80000 OSMANİYE TÜRKIYE
1512;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010440;MOD 114 BEYAZ;59;DEPO;TEK PLASTİK SAN.TİC. A.Ş.  06000 ANKARA TÜRKIYE
1513;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000011824;MOD 55_200 BEYAZ;300;DEPO;GIMAT TOPTANCILAR SITESI 19.BLOK NO:577-578-579  06000 ANKARA TÜRKIYE
1514;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010423;MOD 110 BEYAZ;64;DEPO;GIMAT TOPTANCILAR SITESI 19.BLOK NO:577-578-579  06000 ANKARA TÜRKIYE
1515;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010423;MOD 110 BEYAZ;100;DEPO;GIMAT TOPTANCILAR SITESI 19.BLOK NO:577-578-579  06000 ANKARA TÜRKIYE
1516;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010440;MOD 114 BEYAZ;59;DEPO;TEK PLASTİK SAN.TİC. A.Ş.  06000 ANKARA TÜRKIYE
1517;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000011960;MOD 8/AY_500 BEYAZ;150;DEPO;GIMAT TOPTANCILAR SITESI 19.BLOK NO:577-578-579  06000 ANKARA TÜRKIYE
1518;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000011824;MOD 55_200 BEYAZ;2.500;GIMSA INS.SAN.;GIMSA INS.SAN.LTD.STI. 1.ORGANIZE SAN. BÖL. OGUZ CAD. NO:18  06000 ANKARA TÜRKIYE
1519;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010423;MOD 110 BEYAZ;50;OZNUR KAGIT;ÖZNUR KAGIT AMB.SAN.TIC.LTD.STI. ALSANCAK MAH. 6236 SOK. NO:28  38000 KAYSERİ TÜRKIYE
1520;2021-11-01 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012194;MOD 27/CZ BEYAZ (URFA);300;DOĞUŞ AMBALAJ;DOĞUŞ AMBALAJ KAZIM KARABEKİR PAŞA MAH. KONGRE CAD.  ERZURUM TÜRKIYE
1521;2021-11-01 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);100;DOĞUŞ AMBALAJ;DOĞUŞ AMBALAJ KAZIM KARABEKİR PAŞA MAH. KONGRE CAD.  ERZURUM TÜRKIYE
1522;2021-11-01 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);250;DOĞUŞ AMBALAJ;DOĞUŞ AMBALAJ KAZIM KARABEKİR PAŞA MAH. KONGRE CAD.  ERZURUM TÜRKIYE
1523;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010533;MOD 12 KOYU SARI;812;YNS ET;YNS ET SAN.TIC.LTD.STI. IVOGSAN 524. CAD. NO:36 OSTIM  06000 ANKARA TÜRKIYE
1524;2021-11-01 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012182;MOD 24 LIGHT BEYAZ (URFA);200;DOĞUŞ AMBALAJ;DOĞUŞ AMBALAJ KAZIM KARABEKİR PAŞA MAH. KONGRE CAD.  ERZURUM TÜRKIYE
1525;2021-11-01 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);300;DOĞUŞ AMBALAJ;DOĞUŞ AMBALAJ KAZIM KARABEKİR PAŞA MAH. KONGRE CAD.  ERZURUM TÜRKIYE
1526;2021-11-01 00:00:00.000;M010201;TÜRKMENOGLU PLASTIK LTD.STI.;TA000011960;MOD 8/AY_500 BEYAZ;180;DEPO MENDERES;TÜRKMENOGLU PLS. CUMHURIYET MAH. 5121 SOK. NO:21-2-3-4-5-6 GÖRECE  35000 İZMİR TÜRKIYE
1527;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010333;MOD 1_KYS_250 KAYISI;180;DEPO;GIMAT TOPTANCILAR SITESI 19.BLOK NO:577-578-579  06000 ANKARA TÜRKIYE
1528;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010423;MOD 110 BEYAZ;64;DEPO;TEK PLASTİK SAN.TİC. A.Ş.  06000 ANKARA TÜRKIYE
1529;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010423;MOD 110 BEYAZ;100;DEPO;TEK PLASTİK SAN.TİC. A.Ş.  06000 ANKARA TÜRKIYE
1530;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010440;MOD 114 BEYAZ;59;DEPO;GIMAT TOPTANCILAR SITESI 19.BLOK NO:577-578-579  06000 ANKARA TÜRKIYE
1531;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000011824;MOD 55_200 BEYAZ;300;DEPO;TEK PLASTİK SAN.TİC. A.Ş.  06000 ANKARA TÜRKIYE
1532;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000011824;MOD 55_200 BEYAZ;300;DEPO;TEK PLASTİK SAN.TİC. A.Ş.  06000 ANKARA TÜRKIYE
1533;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000011824;MOD 55_200 BEYAZ;300;DEPO;TEK PLASTİK SAN.TİC. A.Ş.  06000 ANKARA TÜRKIYE
1534;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010983;MOD 16/A Z_150 BEYAZ (IZMIR);300;DEPO;TEK PLASTİK SAN.TİC. A.Ş.  06000 ANKARA TÜRKIYE
1535;2021-11-01 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000010983;MOD 16/A Z_150 BEYAZ (IZMIR);300;DEPO;GIMAT TOPTANCILAR SITESI 19.BLOK NO:577-578-579  06000 ANKARA TÜRKIYE
1536;2021-11-01 00:00:00.000;M010200;TURPAK SAN.TİC.LTD.ŞTİ.;TA000010423;MOD 110 BEYAZ;12;DEPO;TURPAK SAN.TİC.LTD.ŞTİ.  06000 ANKARA TÜRKIYE
1537;2021-11-01 00:00:00.000;M010200;TURPAK SAN.TİC.LTD.ŞTİ.;TA000010423;MOD 110 BEYAZ;300;DEPO;TURPAK SAN.TİC.LTD.ŞTİ.  06000 ANKARA TÜRKIYE
1538;2021-11-01 00:00:00.000;M010200;TURPAK SAN.TİC.LTD.ŞTİ.;TA000010440;MOD 114 BEYAZ;150;DEPO;TURPAK SAN.TİC.LTD.ŞTİ.  06000 ANKARA TÜRKIYE
1539;2021-11-01 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000012200;MOD 33/AY_900 BEYAZ (URFA);6;DEPO;BALCI AMBALAJ LTD.ŞTİ.  07000 ANTALYA TÜRKIYE
1540;2021-11-01 00:00:00.000;M010078;DÜNYA NB AMBALAJ TEMIZ. GIDA A.Ş.;TA000010333;MOD 1_KYS_250 KAYISI;225;DEPO;DÜNYA NB AMBALAJ TEM.TIC.SAN.A.S.  35000 İZMİR TÜRKIYE
1541;2021-11-01 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);295;DEPO;KOCATEPE MAH. 6.SK. NO:1/A  34000 İSTANBUL TÜRKIYE
1542;2021-11-01 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000012194;MOD 27/CZ BEYAZ (URFA);16;DEPO;KOCATEPE MAH. 6.SK. NO:1/A  34000 İSTANBUL TÜRKIYE
1543;2021-11-01 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000012194;MOD 27/CZ BEYAZ (URFA);145;DEPO;KOCATEPE MAH. 6.SK. NO:1/A  34000 İSTANBUL TÜRKIYE
1544;2021-11-01 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000011025;MOD 16/A_KYS_150 KAYISI;1.100;KARATAŞ AMBALAJ;KARATAS AMBALAJ AKÇABURGAZ MAH. AHMET YESEVI CAD. NO:9  34000 İSTANBUL TÜRKIYE
1545;2021-11-01 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000010440;MOD 114 BEYAZ;100;ATLAS AMBALAJ;ATLAS AMBALAJ YENIDOGAN MAH. ULUBATLI SOK. NO:6  34000 İSTANBUL TÜRKIYE
1546;2021-11-01 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000010244;MOD 1 BEYAZ;100;SARF PLS;SARF PLS.AMB.LTD. KEMALPASA MAH. NAMIK KEMAL CAD. NO:144  34000 İSTANBUL TÜRKIYE
1547;2021-11-01 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000010244;MOD 1 BEYAZ;90;SARIÇIÇEK KAGITÇILIK;SARIÇIÇEK KAGITÇILIK M.SELÇUK AKYÜZ IKITELLI OSB MAH. MARMARA SAN.SIT. O-4 IKITELLI  0 212 472 11 07 TÜRKIYE
1548;2021-11-01 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000010423;MOD 110 BEYAZ;447;SARIÇIÇEK KAGITÇILIK;SARIÇIÇEK KAGITÇILIK M.SELÇUK AKYÜZ IKITELLI OSB MAH. MARMARA SAN.SIT. O-4 IKITELLI  0 212 472 11 07 TÜRKIYE
1549;2021-11-01 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000010244;MOD 1 BEYAZ;41;SINBAK GIDA;SINBAK GIDA TICARET 100, YIL MAH BABAROS CAD  NO 31B  34000 İSTANBUL TÜRKIYE
1550;2021-11-01 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000010244;MOD 1 BEYAZ;41;SINBAK GIDA;SINBAK GIDA TICARET 100, YIL MAH BABAROS CAD  NO 31B  34000 İSTANBUL TÜRKIYE
1551;2021-11-01 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000011461;MOD 30/B_BSZK KREM;515;SHIP TO;DERETHE SULTANI 1  91500 TIRA ISRAEL
1551;2021-11-01 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000011992;MOD 8/BYK BEYAZ;250;SHIP TO;DERETHE SULTANI 1  91500 TIRA ISRAEL
1551;2021-11-01 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000011464;MOD 30_BSZK KREM;765;SHIP TO;DERETHE SULTANI 1  91500 TIRA ISRAEL
1551;2021-11-01 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000011470;MOD 32_BSZK KREM;563;SHIP TO;DERETHE SULTANI 1  91500 TIRA ISRAEL
1551;2021-11-01 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000011483;MOD 33/AY_BSZK_1000 KREM;670;SHIP TO;DERETHE SULTANI 1  91500 TIRA ISRAEL
1551;2021-11-01 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000011461;MOD 30/B_BSZK KREM;1.031;SHIP TO;DERETHE SULTANI 1  91500 TIRA ISRAEL
1551;2021-11-01 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000011510;MOD 33/CI_BSZK_500 KREM;1.078;SHIP TO;DERETHE SULTANI 1  91500 TIRA ISRAEL
1552;2021-11-01 00:00:00.000;M010039;BAYRAKTAR PLS.HAM.VE AMB.MALZ.SAN.VE TİC.LTD.STI.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);300;DEPO;BAYRAKTAR PLS.HAM.VE AMB.MALZ.SAN.VE TİC.LTD.STI.  34000 İSTANBUL TÜRKIYE
1553;2021-11-01 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012131;MOD 2 Z_250 BEYAZ (URFA);250;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
1554;2021-11-01 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);5.000;DEPO;ISTIKLAL MAH. S.KEMAL KESKIN CAD. NO:87  80000 OSMANİYE TÜRKIYE
1555;2021-11-01 00:00:00.000;M020106;PURPLE COMPANY FOR PLASTIC INDUSTRY AND TRADING;TA000011474;MOD 32_PCK_500 KREM;44;ShIp TO;PALESTINE - WEST BANK - JABAL AL SHAREEF  35800 PALESTINIAN TERRITORY
1556;2021-11-01 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;350;IKITELLI LADIK;LADIK ORMAN ÜRÜNLERI  34000 İSTANBUL TÜRKIYE
1557;2021-11-01 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;130;IKITELLI LADIK;LADIK ORMAN ÜRÜNLERI  34000 İSTANBUL TÜRKIYE
1558;2021-11-01 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;50;SEYMEN YAPI MANISA;SEYMEN YAPI SAN.TIC.LTD.STI. 75.YIL MAH. 5307 SOK. NO:24A  45000 MANİSA TÜRKIYE
1559;2021-11-01 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;180;SEYMEN YAPI MANISA;SEYMEN YAPI SAN.TIC.LTD.STI. 75.YIL MAH. 5307 SOK. NO:24A  45000 MANİSA TÜRKIYE
1560;2021-11-01 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;370;SABUROĞULLARI KERESTE;SABUROĞULLARI KERESTE SAN.LTD.ŞTİ. ÇINARLI MAH. İSTİKLAL CAD. NO:18 KİPA AVM KARŞISI  41000 KOCAELİ TÜRKIYE
1561;2021-11-01 00:00:00.000;M020070;GENERAL TRADING CO LTD./ISRAIL;TA000011461;MOD 30/B_BSZK KREM;1.031;Ship To;15 HAYETZİKA ST. NORTHERN INDUSTRİAL AREA P.O.BOX 12381  ASHDOD - 77520  77520 ASHDOD ISRAEL
1562;2021-11-01 00:00:00.000;M020070;GENERAL TRADING CO LTD./ISRAIL;TA000011510;MOD 33/CI_BSZK_500 KREM;270;Ship To;15 HAYETZİKA ST. NORTHERN INDUSTRİAL AREA P.O.BOX 12381  ASHDOD - 77520  77520 ASHDOD ISRAEL
1562;2021-11-01 00:00:00.000;M020070;GENERAL TRADING CO LTD./ISRAIL;TA000011464;MOD 30_BSZK KREM;270;Ship To;15 HAYETZİKA ST. NORTHERN INDUSTRİAL AREA P.O.BOX 12381  ASHDOD - 77520  77520 ASHDOD ISRAEL
1562;2021-11-01 00:00:00.000;M020070;GENERAL TRADING CO LTD./ISRAIL;TA000011470;MOD 32_BSZK KREM;270;Ship To;15 HAYETZİKA ST. NORTHERN INDUSTRİAL AREA P.O.BOX 12381  ASHDOD - 77520  77520 ASHDOD ISRAEL
1563;2021-11-01 00:00:00.000;M020201;ALX METALL| VERPACKUNGSTECHNIK;TA000011852;MOD 602LAM_L_C BEYAZ;1.325;ALX;D - 36358 HERBSTEIN GERMANY  35800  GERMANY
1563;2021-11-01 00:00:00.000;M020201;ALX METALL| VERPACKUNGSTECHNIK;TA000011858;MOD 603LAM_L_C BEYAZ;1.250;ALX;D - 36358 HERBSTEIN GERMANY  35800  GERMANY
1564;2021-11-01 00:00:00.000;M020106;PURPLE COMPANY FOR PLASTIC INDUSTRY AND TRADING;TA000010512;MOD 117_500 OP KOYU SARI;111;ShIp TO;PALESTINE - WEST BANK - JABAL AL SHAREEF  10200 WEST BANK PALESTINIAN TERRITORY
1565;2021-11-01 00:00:00.000;M010055;BOLCA HINDI ÜRETIM VE PAZARLAMA A.S.;TA000010860;MOD 16/A C BEYAZ;1.000;KESİMHANE;BOLCA HİNDİ A.Ş. KÖYÜN KENDİSİ MUDURNU YOLU CAD. BOLCA HİDİ NO: 61 A DOĞANCI KÖYÜ  14000 BOLU TÜRKIYE
1566;2021-11-01 00:00:00.000;M010055;BOLCA HINDI ÜRETIM VE PAZARLAMA A.S.;TA000010603;MOD 121 C BEYAZ;333;KESİMHANE;BOLCA HİNDİ A.Ş. KÖYÜN KENDİSİ MUDURNU YOLU CAD. BOLCA HİDİ NO: 61 A DOĞANCI KÖYÜ  14000 BOLU TÜRKIYE
1567;2021-11-01 00:00:00.000;M010055;BOLCA HINDI ÜRETIM VE PAZARLAMA A.S.;TA000010603;MOD 121 C BEYAZ;333;KESİMHANE;BOLCA HİNDİ A.Ş. KÖYÜN KENDİSİ MUDURNU YOLU CAD. BOLCA HİDİ NO: 61 A DOĞANCI KÖYÜ  14000 BOLU TÜRKIYE
1568;2021-11-01 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;200;SEN ORMAN URUNLERI;SEN ORMAN ÜRÜNLERI - ALAATTIN SEN SANAYI SITESI 38.BLOK  60000 TOKAT TÜRKIYE
1569;2021-11-01 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;200;DOS-SAN ORMAN;DÖS-SAN ORMAN ÜRÜNLERI TIC.LTD.STI. LALAPASA MAH. MILLET BAHÇE SOK. NO:10A  25000 ERZURUM TÜRKIYE
1570;2021-11-01 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;200;EYÜP ŞENEL ORMAN;EYÜP ŞENEL ORMAN LTD.ŞTİ. SEYRAN MAH. 30.EK.SAN. SOK. NO:7  42000 KONYA TÜRKIYE
1571;2021-11-01 00:00:00.000;M010445;ERZE URFA SUBE;TA000011480;MOD 33/AY_900 BEYAZ;600;ERZE URFA;ORGANİZE SANAYİ BÖLGESİ .  63000 ŞANLIURFA TÜRKIYE
1572;2021-11-01 00:00:00.000;M010445;ERZE URFA SUBE;TA000011443;MOD 27/BZ BEYAZ (IZMIR);5.000;ERZE URFA;ORGANİZE SANAYİ BÖLGESİ .  63000 ŞANLIURFA TÜRKIYE
1573;2021-11-01 00:00:00.000;M010445;ERZE URFA SUBE;TA000011418;MOD 24 LIGHT BEYAZ;1.500;ERZE URFA;ORGANİZE SANAYİ BÖLGESİ .  63000 ŞANLIURFA TÜRKIYE
1574;2021-11-01 00:00:00.000;M010445;ERZE URFA SUBE;TA000012322;MOD 33/BY_900 BEYAZ;600;ERZE URFA;ORGANİZE SANAYİ BÖLGESİ .  63000 ŞANLIURFA TÜRKIYE
1575;2021-11-01 00:00:00.000;M010445;ERZE URFA SUBE;TA000012297;MOD 23/AYZ_I_100 BEYAZ;1.500;ERZE URFA;ORGANİZE SANAYİ BÖLGESİ .  63000 ŞANLIURFA TÜRKIYE
1576;2021-11-01 00:00:00.000;M010445;ERZE URFA SUBE;TA000012298;MOD 23/CYZ_I_100 BEYAZ;1.500;ERZE URFA;ORGANİZE SANAYİ BÖLGESİ .  63000 ŞANLIURFA TÜRKIYE
1577;2021-11-01 00:00:00.000;M010445;ERZE URFA SUBE;TA000012346;MOD 27/CZ BEYAZ (IZMIR);1.500;ERZE URFA;ORGANİZE SANAYİ BÖLGESİ .  63000 ŞANLIURFA TÜRKIYE
1578;2021-11-01 00:00:00.000;M010445;ERZE URFA SUBE;TA000011582;MOD 36_100 BEYAZ;3.000;ERZE URFA;ORGANİZE SANAYİ BÖLGESİ .  63000 ŞANLIURFA TÜRKIYE
1579;2021-11-01 00:00:00.000;M010031;ATILIM AMB.SAN.TİC.LTD.ŞTİ.;TA000010983;MOD 16/A Z_150 BEYAZ (IZMIR);1.300;MAVİŞ AMBALAJ;MAVİŞ AMBALAJ GİYİMKENT 18.SOK. NO:118  34000 İSTANBUL TÜRKIYE
1580;2021-11-01 00:00:00.000;M010031;ATILIM AMB.SAN.TİC.LTD.ŞTİ.;TA000010333;MOD 1_KYS_250 KAYISI;100;YUKSEL AMBALAJ;YÜKSEL AMBALAJ ISTOÇ 32.ADA NO:51  34000 İSTANBUL TÜRKIYE
1581;2021-11-01 00:00:00.000;M010031;ATILIM AMB.SAN.TİC.LTD.ŞTİ.;TA000011025;MOD 16/A_KYS_150 KAYISI;1.000;YUKSEL AMBALAJ;YÜKSEL AMBALAJ ISTOÇ 32.ADA NO:51  34000 İSTANBUL TÜRKIYE
1582;2021-11-01 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000012093;MOD 1 BEYAZ (URFA);1.400;DEPO;BALCI AMBALAJ LTD.ŞTİ.  07000 ANTALYA TÜRKIYE
1583;2021-11-01 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000012162;MOD 23/BYZ_100 BEYAZ (URFA);300;DEPO;YENIGÖL MAH. NERGIZ SOK. NO:75 07000 MURATPAŞA ANTALYA TÜRKIYE
1584;2021-11-01 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);1.000;DEPO;BALCI AMBALAJ LTD.ŞTİ.  07000 ANTALYA TÜRKIYE
1585;2021-11-01 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000012214;MOD 36/DZ_100 BEYAZ (URFA);900;DEPO;BALCI AMBALAJ LTD.ŞTİ.  07000 ANTALYA TÜRKIYE
1586;2021-11-01 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000012189;MOD 27/BN BEYAZ (URFA);1.400;DEPO;BALCI AMBALAJ LTD.ŞTİ.  07000 ANTALYA TÜRKIYE
1587;2021-11-01 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000012197;MOD 29/B BEYAZ (URFA);300;DEPO;BALCI AMBALAJ LTD.ŞTİ.  07000 ANTALYA TÜRKIYE
1588;2021-11-01 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000011498;MOD 33/BY_900 BEYAZ (URFA);300;DEPO;BALCI AMBALAJ LTD.ŞTİ.  07000 ANTALYA TÜRKIYE
1589;2021-11-01 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000011960;MOD 8/AY_500 BEYAZ;200;DEPO;BALCI AMBALAJ LTD.ŞTİ.  07000 ANTALYA TÜRKIYE
